FIPS Code,State and area,Year,Month,Civilian non-institutional population,Civilian labor force Total,Civilian labor force Percent of population,Civilian labor force Employment Total,Civilian labor force Employment Percent of population,Civilian labor force Unemployment Total,Civilian labor force Unemployment Rate
53,Washington,1983,7,3186000,2095194,65.8,1879702,59,215492,10.3
54,West Virginia,1983,7,1472000,783163,53.2,649336,44.1,133827,17.1
55,Wisconsin,1983,7,3538000,2469104,69.8,2233826,63.1,235278,9.5
56,Wyoming,1983,7,364000,263087,72.3,243873,67,19214,7.3
1,Alabama,1983,8,2913000,1783438,61.2,1536562,52.7,246876,13.8
2,Alaska,1983,8,324000,241204,74.4,221229,68.3,19975,8.3
4,Arizona,1983,8,2200000,1411792,64.2,1289651,58.6,122141,8.7
5,Arkansas,1983,8,1719000,1040467,60.5,941900,54.8,98567,9.5
6,California,1983,8,18754000,12485332,66.6,11324842,60.4,1160490,9.3
37,Los Angeles County,1983,8,5930000,3863576,65.2,3484117,58.8,379459,9.8
8,Colorado,1983,8,2323000,1701834,73.3,1598391,68.8,103443,6.1
9,Connecticut,1983,8,2434000,1650239,67.8,1560330,64.1,89909,5.4
10,Delaware,1983,8,457000,299432,65.5,276375,60.5,23057,7.7
11,District of Columbia,1983,8,483000,323926,67.1,287271,59.5,36655,11.3
12,Florida,1983,8,8428000,5090303,60.4,4658544,55.3,431759,8.5
13,Georgia,1983,8,4157000,2725893,65.6,2516388,60.5,209505,7.7
15,Hawaii,1983,8,710000,475721,67,447156,63,28565,6
16,Idaho,1983,8,691000,462065,66.9,423594,61.3,38471,8.3
17,Illinois,1983,8,8580000,5691781,66.3,5050355,58.9,641426,11.3
18,Indiana,1983,8,4056000,2621600,64.6,2342169,57.7,279431,10.7
19,Iowa,1983,8,2159000,1441813,66.8,1327879,61.5,113934,7.9
20,Kansas,1983,8,1786000,1189283,66.6,1124890,63,64393,5.4
21,Kentucky,1983,8,2724000,1709323,62.8,1519325,55.8,189998,11.1
22,Louisiana,1983,8,3171000,1950861,61.5,1718464,54.2,232397,11.9
23,Maine,1983,8,855000,558063,65.3,518447,60.6,39616,7.1
24,Maryland,1983,8,3250000,2225904,68.5,2079141,64,146763,6.6
25,Massachusetts,1983,8,4476000,3065242,68.5,2869238,64.1,196004,6.4
26,Michigan,1983,8,6711000,4383551,65.3,3793186,56.5,590365,13.5
27,Minnesota,1983,8,3087000,2197183,71.2,2039823,66.1,157360,7.2
28,Mississippi,1983,8,1827000,1071609,58.7,942243,51.6,129366,12.1
29,Missouri,1983,8,3732000,2382088,63.8,2156585,57.8,225503,9.5
30,Montana,1983,8,597000,405729,68,373651,62.6,32078,7.9
31,Nebraska,1983,8,1175000,787885,67.1,750446,63.9,37439,4.8
32,Nevada,1983,8,673000,490036,72.8,446230,66.3,43806,8.9
33,New Hampshire,1983,8,722000,510312,70.7,485256,67.2,25056,4.9
34,New Jersey,1983,8,5788000,3774427,65.2,3489489,60.3,284938,7.5
35,New Mexico,1983,8,996000,613390,61.6,554806,55.7,58584,9.6
36,New York,1983,8,13558000,8266411,61,7569802,55.8,696609,8.4
51000,New York city,1983,8,5676000,3114427,54.9,2799121,49.3,315306,10.1
37,North Carolina,1983,8,4495000,3026273,67.3,2770284,61.6,255989,8.5
38,North Dakota,1983,8,488000,329903,67.6,313718,64.3,16185,4.9
39,Ohio,1983,8,8030000,5185780,64.6,4588676,57.1,597104,11.5
40,Oklahoma,1983,8,2427000,1557292,64.2,1432110,59,125182,8
41,Oregon,1983,8,2008000,1356478,67.6,1219334,60.7,137144,10.1
42,Pennsylvania,1983,8,9181000,5588647,60.9,4989940,54.4,598707,10.7
44,Rhode Island,1983,8,736000,481737,65.5,445579,60.5,36158,7.5
45,South Carolina,1983,8,2345000,1501523,64,1363420,58.1,138103,9.2
46,South Dakota,1983,8,504000,341801,67.8,326114,64.7,15687,4.6
47,Tennessee,1983,8,3508000,2226481,63.5,1976749,56.3,249732,11.2
48,Texas,1983,8,11328000,7746558,68.4,7131931,63,614627,7.9
49,Utah,1983,8,1051000,699344,66.5,639979,60.9,59365,8.5
50,Vermont,1983,8,392000,269891,68.8,254957,65,14934,5.5
51,Virginia,1983,8,4089000,2786996,68.2,2618577,64,168419,6
53,Washington,1983,8,3190000,2091202,65.6,1872547,58.7,218655,10.5
54,West Virginia,1983,8,1472000,780352,53,645837,43.9,134515,17.2
55,Wisconsin,1983,8,3540000,2456963,69.4,2225550,62.9,231413,9.4
56,Wyoming,1983,8,364000,260239,71.5,243038,66.8,17201,6.6
1,Alabama,1983,9,2916000,1772740,60.8,1539097,52.8,233643,13.2
2,Alaska,1983,9,325000,236563,72.8,216276,66.5,20287,8.6
4,Arizona,1983,9,2206000,1412022,64,1302491,59,109531,7.8
5,Arkansas,1983,9,1721000,1038312,60.3,943911,54.8,94401,9.1
6,California,1983,9,18792000,12360883,65.8,11270727,60,1090156,8.8
37,Los Angeles County,1983,9,5940000,3849110,64.8,3491805,58.8,357305,9.3
8,Colorado,1983,9,2326000,1696861,73,1596251,68.6,100610,5.9
9,Connecticut,1983,9,2435000,1619027,66.5,1535508,63.1,83519,5.2
10,Delaware,1983,9,457000,293727,64.3,271440,59.4,22287,7.6
11,District of Columbia,1983,9,483000,318461,65.9,282371,58.5,36090,11.3
12,Florida,1983,9,8449000,5063308,59.9,4637748,54.9,425560,8.4
13,Georgia,1983,9,4164000,2709471,65.1,2506493,60.2,202978,7.5
15,Hawaii,1983,9,711000,469871,66.1,440614,62,29257,6.2
16,Idaho,1983,9,692000,455912,65.9,422475,61.1,33437,7.3
17,Illinois,1983,9,8584000,5601121,65.3,5015134,58.4,585987,10.5
18,Indiana,1983,9,4058000,2602677,64.1,2338901,57.6,263776,10.1
19,Iowa,1983,9,2160000,1424458,65.9,1326962,61.4,97496,6.8
20,Kansas,1983,9,1787000,1181525,66.1,1120414,62.7,61111,5.2
21,Kentucky,1983,9,2724000,1708830,62.7,1528360,56.1,180470,10.6
22,Louisiana,1983,9,3173000,1937131,61.1,1719744,54.2,217387,11.2
23,Maine,1983,9,856000,537740,62.8,500587,58.5,37153,6.9
24,Maryland,1983,9,3253000,2214278,68.1,2074235,63.8,140043,6.3
25,Massachusetts,1983,9,4479000,3008648,67.2,2816312,62.9,192336,6.4
26,Michigan,1983,9,6714000,4313173,64.2,3756073,55.9,557100,12.9
27,Minnesota,1983,9,3089000,2182122,70.6,2023202,65.5,158920,7.3
28,Mississippi,1983,9,1828000,1062405,58.1,938448,51.3,123957,11.7
29,Missouri,1983,9,3734000,2360448,63.2,2147171,57.5,213277,9
30,Montana,1983,9,598000,398924,66.7,368895,61.7,30029,7.5
31,Nebraska,1983,9,1175000,776869,66.1,741817,63.1,35052,4.5
32,Nevada,1983,9,674000,488172,72.4,445110,66,43062,8.8
33,New Hampshire,1983,9,724000,499864,69,477231,65.9,22633,4.5
34,New Jersey,1983,9,5793000,3700778,63.9,3434408,59.3,266370,7.2
35,New Mexico,1983,9,997000,609765,61.2,555237,55.7,54528,8.9
36,New York,1983,9,13565000,8053332,59.4,7402802,54.6,650530,8.1
51000,New York city,1983,9,5680000,3076508,54.2,2785234,49,291274,9.5
37,North Carolina,1983,9,4502000,2972196,66,2734390,60.7,237806,8
38,North Dakota,1983,9,488000,321271,65.8,307324,63,13947,4.3
39,Ohio,1983,9,8030000,5123101,63.8,4552981,56.7,570120,11.1
40,Oklahoma,1983,9,2427000,1549744,63.9,1426641,58.8,123103,7.9
41,Oregon,1983,9,2009000,1328291,66.1,1203169,59.9,125122,9.4
42,Pennsylvania,1983,9,9182000,5495547,59.9,4923397,53.6,572150,10.4
44,Rhode Island,1983,9,736000,480729,65.3,444937,60.5,35792,7.4
45,South Carolina,1983,9,2348000,1484679,63.2,1354842,57.7,129837,8.7
46,South Dakota,1983,9,505000,335719,66.5,321072,63.6,14647,4.4
47,Tennessee,1983,9,3511000,2204576,62.8,1972460,56.2,232116,10.5
48,Texas,1983,9,11347000,7722293,68.1,7127325,62.8,594968,7.7
49,Utah,1983,9,1051000,695343,66.2,642384,61.1,52959,7.6
50,Vermont,1983,9,393000,264861,67.4,250768,63.8,14093,5.3
51,Virginia,1983,9,4096000,2738161,66.8,2578726,63,159435,5.8
53,Washington,1983,9,3193000,2074234,65,1867970,58.5,206264,9.9
54,West Virginia,1983,9,1471000,765823,52.1,639974,43.5,125849,16.4
55,Wisconsin,1983,9,3541000,2416101,68.2,2210030,62.4,206071,8.5
56,Wyoming,1983,9,364000,257812,70.8,241866,66.4,15946,6.2
1,Alabama,1983,10,2918000,1780631,61,1553208,53.2,227423,12.8
2,Alaska,1983,10,326000,234285,71.9,213187,65.4,21098,9
4,Arizona,1983,10,2213000,1408944,63.7,1307504,59.1,101440,7.2
5,Arkansas,1983,10,1722000,1036061,60.2,946164,54.9,89897,8.7
6,California,1983,10,18831000,12353233,65.6,11300681,60,1052552,8.5
37,Los Angeles County,1983,10,5949000,3840199,64.6,3504498,58.9,335701,8.7
8,Colorado,1983,10,2329000,1690182,72.6,1597644,68.6,92538,5.5
9,Connecticut,1983,10,2437000,1624554,66.7,1546056,63.4,78498,4.8
10,Delaware,1983,10,458000,298170,65.1,276495,60.4,21675,7.3
11,District of Columbia,1983,10,483000,317709,65.8,282409,58.5,35300,11.1
12,Florida,1983,10,8471000,5034388,59.4,4637739,54.7,396649,7.9
13,Georgia,1983,10,4172000,2708051,64.9,2512095,60.2,195956,7.2
15,Hawaii,1983,10,712000,469198,65.9,441949,62.1,27249,5.8
16,Idaho,1983,10,693000,460089,66.4,427233,61.6,32856,7.1
17,Illinois,1983,10,8587000,5569303,64.9,5006673,58.3,562630,10.1
18,Indiana,1983,10,4060000,2607005,64.2,2344453,57.7,262552,10.1
19,Iowa,1983,10,2160000,1431818,66.3,1336432,61.9,95386,6.7
20,Kansas,1983,10,1788000,1187228,66.4,1126341,63,60887,5.1
21,Kentucky,1983,10,2725000,1697107,62.3,1525137,56,171970,10.1
22,Louisiana,1983,10,3174000,1934075,60.9,1733147,54.6,200928,10.4
23,Maine,1983,10,857000,539388,62.9,502339,58.6,37049,6.9
24,Maryland,1983,10,3257000,2221570,68.2,2083730,64,137840,6.2
25,Massachusetts,1983,10,4483000,3010680,67.2,2838814,63.3,171866,5.7
26,Michigan,1983,10,6716000,4285415,63.8,3755797,55.9,529618,12.4
27,Minnesota,1983,10,3090000,2186399,70.8,2040086,66,146313,6.7
28,Mississippi,1983,10,1829000,1048956,57.4,937789,51.3,111167,10.6
29,Missouri,1983,10,3737000,2362341,63.2,2160321,57.8,202020,8.6
30,Montana,1983,10,598000,397154,66.4,366744,61.3,30410,7.7
31,Nebraska,1983,10,1176000,783714,66.6,749567,63.7,34147,4.4
32,Nevada,1983,10,676000,488098,72.2,447642,66.2,40456,8.3
33,New Hampshire,1983,10,725000,502395,69.3,481022,66.3,21373,4.3
34,New Jersey,1983,10,5797000,3701036,63.8,3452766,59.6,248270,6.7
35,New Mexico,1983,10,999000,614420,61.5,562555,56.3,51865,8.4
36,New York,1983,10,13572000,8024329,59.1,7409789,54.6,614540,7.7
51000,New York city,1983,10,5684000,3077226,54.1,2796230,49.2,280996,9.1
37,North Carolina,1983,10,4509000,2967507,65.8,2734650,60.6,232857,7.8
38,North Dakota,1983,10,488000,320433,65.7,307322,63,13111,4.1
39,Ohio,1983,10,8031000,5114644,63.7,4567091,56.9,547553,10.7
40,Oklahoma,1983,10,2427000,1553445,64,1431490,59,121955,7.9
41,Oregon,1983,10,2011000,1327601,66,1199657,59.7,127944,9.6
42,Pennsylvania,1983,10,9184000,5495892,59.8,4941639,53.8,554253,10.1
44,Rhode Island,1983,10,737000,480937,65.3,446559,60.6,34378,7.1
45,South Carolina,1983,10,2351000,1481965,63,1359425,57.8,122540,8.3
46,South Dakota,1983,10,505000,337170,66.8,323266,64,13904,4.1
47,Tennessee,1983,10,3514000,2199856,62.6,1977761,56.3,222095,10.1
48,Texas,1983,10,11366000,7693144,67.7,7144718,62.9,548426,7.1
49,Utah,1983,10,1050000,698505,66.5,646574,61.6,51931,7.4
50,Vermont,1983,10,393000,264825,67.4,251804,64.1,13021,4.9
51,Virginia,1983,10,4102000,2729992,66.6,2582016,62.9,147976,5.4
53,Washington,1983,10,3197000,2082087,65.1,1878709,58.8,203378,9.8
54,West Virginia,1983,10,1471000,763581,51.9,640308,43.5,123273,16.1
55,Wisconsin,1983,10,3543000,2408258,68,2211075,62.4,197183,8.2
56,Wyoming,1983,10,364000,257031,70.6,241928,66.5,15103,5.9
1,Alabama,1983,11,2921000,1779419,60.9,1563915,53.5,215504,12.1
2,Alaska,1983,11,328000,234216,71.4,211535,64.5,22681,9.7
4,Arizona,1983,11,2219000,1410275,63.6,1326763,59.8,83512,5.9
5,Arkansas,1983,11,1724000,1036037,60.1,948153,55,87884,8.5
6,California,1983,11,18869000,12374388,65.6,11328469,60,1045919,8.5
37,Los Angeles County,1983,11,5959000,3845540,64.5,3526088,59.2,319452,8.3
8,Colorado,1983,11,2332000,1683032,72.2,1593434,68.3,89598,5.3
9,Connecticut,1983,11,2439000,1629513,66.8,1550384,63.6,79129,4.9
10,Delaware,1983,11,458000,300317,65.6,280742,61.3,19575,6.5
11,District of Columbia,1983,11,483000,315587,65.3,281074,58.2,34513,10.9
12,Florida,1983,11,8493000,5037317,59.3,4666657,54.9,370660,7.4
13,Georgia,1983,11,4180000,2715331,65,2539456,60.8,175875,6.5
15,Hawaii,1983,11,713000,474055,66.5,446285,62.6,27770,5.9
16,Idaho,1983,11,694000,458143,66,422596,60.9,35547,7.8
17,Illinois,1983,11,8591000,5579896,65,5042203,58.7,537693,9.6
18,Indiana,1983,11,4062000,2606430,64.2,2346610,57.8,259820,10
19,Iowa,1983,11,2160000,1427540,66.1,1331603,61.6,95937,6.7
20,Kansas,1983,11,1789000,1190931,66.6,1130943,63.2,59988,5
21,Kentucky,1983,11,2726000,1709439,62.7,1539950,56.5,169489,9.9
22,Louisiana,1983,11,3175000,1928255,60.7,1738192,54.7,190063,9.9
23,Maine,1983,11,858000,534620,62.3,496109,57.8,38511,7.2
24,Maryland,1983,11,3260000,2217269,68,2085593,64,131676,5.9
25,Massachusetts,1983,11,4486000,3031321,67.6,2862175,63.8,169146,5.6
26,Michigan,1983,11,6719000,4285444,63.8,3772206,56.1,513238,12
27,Minnesota,1983,11,3092000,2181523,70.6,2038112,65.9,143411,6.6
28,Mississippi,1983,11,1830000,1047532,57.2,942328,51.5,105204,10
29,Missouri,1983,11,3739000,2376967,63.6,2174929,58.2,202038,8.5
30,Montana,1983,11,599000,395822,66.1,364007,60.8,31815,8
31,Nebraska,1983,11,1176000,783225,66.6,749213,63.7,34012,4.3
32,Nevada,1983,11,678000,488162,72,449417,66.3,38745,7.9
33,New Hampshire,1983,11,727000,503739,69.3,481577,66.2,22162,4.4
34,New Jersey,1983,11,5802000,3731462,64.3,3485924,60.1,245538,6.6
35,New Mexico,1983,11,1000000,616092,61.6,566163,56.6,49929,8.1
36,New York,1983,11,13579000,8040468,59.2,7435369,54.8,605099,7.5
51000,New York city,1983,11,5689000,3068748,53.9,2803978,49.3,264770,8.6
37,North Carolina,1983,11,4516000,2974908,65.9,2749002,60.9,225906,7.6
38,North Dakota,1983,11,489000,316333,64.7,301735,61.7,14598,4.6
39,Ohio,1983,11,8032000,5099905,63.5,4570029,56.9,529876,10.4
40,Oklahoma,1983,11,2426000,1561221,64.4,1444030,59.5,117191,7.5
41,Oregon,1983,11,2013000,1326011,65.9,1196811,59.5,129200,9.7
42,Pennsylvania,1983,11,9185000,5490286,59.8,4957471,54,532815,9.7
44,Rhode Island,1983,11,737000,481343,65.3,449892,61,31451,6.5
45,South Carolina,1983,11,2354000,1474899,62.7,1355983,57.6,118916,8.1
46,South Dakota,1983,11,505000,335472,66.4,320617,63.5,14855,4.4
47,Tennessee,1983,11,3517000,2208858,62.8,1992923,56.7,215935,9.8
48,Texas,1983,11,11385000,7702297,67.7,7174719,63,527578,6.8
49,Utah,1983,11,1050000,698567,66.5,649010,61.8,49557,7.1
50,Vermont,1983,11,393000,263695,67.1,249218,63.4,14477,5.5
51,Virginia,1983,11,4108000,2734679,66.6,2594536,63.2,140143,5.1
53,Washington,1983,11,3201000,2072358,64.7,1860942,58.1,211416,10.2
54,West Virginia,1983,11,1471000,763059,51.9,641260,43.6,121799,16
55,Wisconsin,1983,11,3544000,2408453,68,2211288,62.4,197165,8.2
56,Wyoming,1983,11,363000,256286,70.6,240146,66.2,16140,6.3
1,Alabama,1983,12,2923000,1773025,60.7,1564289,53.5,208736,11.8
2,Alaska,1983,12,329000,233847,71.1,210181,63.9,23666,10.1
4,Arizona,1983,12,2226000,1403891,63.1,1328412,59.7,75479,5.4
5,Arkansas,1983,12,1725000,1034333,60,940339,54.5,93994,9.1
6,California,1983,12,18908000,12360010,65.4,11342243,60,1017767,8.2
37,Los Angeles County,1983,12,5968000,3834702,64.3,3530418,59.2,304284,7.9
8,Colorado,1983,12,2335000,1683286,72.1,1590886,68.1,92400,5.5
9,Connecticut,1983,12,2440000,1624741,66.6,1548941,63.5,75800,4.7
10,Delaware,1983,12,459000,301194,65.6,282264,61.5,18930,6.3
11,District of Columbia,1983,12,483000,313248,64.9,280063,58,33185,10.6
12,Florida,1983,12,8514000,5024707,59,4683828,55,340879,6.8
13,Georgia,1983,12,4187000,2729387,65.2,2555634,61,173753,6.4
15,Hawaii,1983,12,714000,473610,66.3,448581,62.8,25029,5.3
16,Idaho,1983,12,695000,457824,65.9,421286,60.6,36538,8
17,Illinois,1983,12,8594000,5568957,64.8,5025617,58.5,543340,9.8
18,Indiana,1983,12,4064000,2582770,63.6,2328921,57.3,253849,9.8
19,Iowa,1983,12,2160000,1414789,65.5,1313132,60.8,101657,7.2
20,Kansas,1983,12,1790000,1183588,66.1,1125268,62.9,58320,4.9
21,Kentucky,1983,12,2726000,1702403,62.5,1536748,56.4,165655,9.7
22,Louisiana,1983,12,3177000,1907729,60,1721879,54.2,185850,9.7
23,Maine,1983,12,859000,536392,62.4,497464,57.9,38928,7.3
24,Maryland,1983,12,3264000,2207881,67.6,2082429,63.8,125452,5.7
25,Massachusetts,1983,12,4490000,3020544,67.3,2852734,63.5,167810,5.6
26,Michigan,1983,12,6722000,4275412,63.6,3758360,55.9,517052,12.1
27,Minnesota,1983,12,3094000,2172857,70.2,2019229,65.3,153628,7.1
28,Mississippi,1983,12,1831000,1045080,57.1,942253,51.5,102827,9.8
29,Missouri,1983,12,3742000,2371476,63.4,2167986,57.9,203490,8.6
30,Montana,1983,12,599000,394196,65.8,361558,60.4,32638,8.3
31,Nebraska,1983,12,1177000,781417,66.4,743050,63.1,38367,4.9
32,Nevada,1983,12,679000,486363,71.6,447654,65.9,38709,8
33,New Hampshire,1983,12,728000,503292,69.1,481984,66.2,21308,4.2
34,New Jersey,1983,12,5807000,3751236,64.6,3503440,60.3,247796,6.6
35,New Mexico,1983,12,1002000,614642,61.3,567427,56.6,47215,7.7
36,New York,1983,12,13586000,8014725,59,7419457,54.6,595268,7.4
51000,New York city,1983,12,5693000,3063902,53.8,2803124,49.2,260778,8.5
37,North Carolina,1983,12,4523000,2965975,65.6,2756214,60.9,209761,7.1
38,North Dakota,1983,12,489000,315882,64.6,299322,61.2,16560,5.2
39,Ohio,1983,12,8032000,5058442,63,4534974,56.5,523468,10.3
40,Oklahoma,1983,12,2426000,1544317,63.7,1429364,58.9,114953,7.4
41,Oregon,1983,12,2014000,1316100,65.3,1184615,58.8,131485,10
42,Pennsylvania,1983,12,9187000,5463553,59.5,4937485,53.7,526068,9.6
44,Rhode Island,1983,12,738000,479469,65,449613,60.9,29856,6.2
45,South Carolina,1983,12,2357000,1470666,62.4,1352469,57.4,118197,8
46,South Dakota,1983,12,506000,331938,65.6,316683,62.6,15255,4.6
47,Tennessee,1983,12,3520000,2203483,62.6,1989758,56.5,213725,9.7
48,Texas,1983,12,11404000,7679322,67.3,7176454,62.9,502868,6.5
49,Utah,1983,12,1050000,694964,66.2,646712,61.6,48252,6.9
50,Vermont,1983,12,394000,263652,66.9,249939,63.4,13713,5.2
51,Virginia,1983,12,4114000,2729143,66.3,2591732,63,137411,5
53,Washington,1983,12,3204000,2063888,64.4,1853358,57.8,210530,10.2
54,West Virginia,1983,12,1470000,762462,51.9,640793,43.6,121669,16
55,Wisconsin,1983,12,3546000,2398620,67.6,2200115,62,198505,8.3
56,Wyoming,1983,12,363000,255368,70.3,238160,65.6,17208,6.7
1,Alabama,1984,1,2925000,1753638,60,1534063,52.4,219575,12.5
2,Alaska,1984,1,330000,235097,71.2,207503,62.9,27594,11.7
4,Arizona,1984,1,2232000,1392867,62.4,1308539,58.6,84328,6.1
5,Arkansas,1984,1,1726000,1021858,59.2,918116,53.2,103742,10.2
6,California,1984,1,18946000,12329523,65.1,11226485,59.3,1103038,8.9
37,Los Angeles County,1984,1,5978000,3813539,63.8,3489793,58.4,323746,8.5
8,Colorado,1984,1,2338000,1674093,71.6,1567684,67.1,106409,6.4
9,Connecticut,1984,1,2442000,1618394,66.3,1527159,62.5,91235,5.6
10,Delaware,1984,1,459000,299691,65.3,277877,60.5,21814,7.3
11,District of Columbia,1984,1,483000,311451,64.5,277453,57.4,33998,10.9
12,Florida,1984,1,8536000,4958331,58.1,4604242,53.9,354089,7.1
13,Georgia,1984,1,4195000,2694263,64.2,2512799,59.9,181464,6.7
15,Hawaii,1984,1,714000,471729,66.1,445430,62.4,26299,5.6
16,Idaho,1984,1,695000,453214,65.2,411246,59.2,41968,9.3
17,Illinois,1984,1,8597000,5510189,64.1,4930055,57.3,580134,10.5
18,Indiana,1984,1,4066000,2576829,63.4,2303541,56.7,273288,10.6
19,Iowa,1984,1,2161000,1402331,64.9,1289150,59.7,113181,8.1
20,Kansas,1984,1,1791000,1177337,65.7,1109677,62,67660,5.7
21,Kentucky,1984,1,2727000,1685266,61.8,1504284,55.2,180982,10.7
22,Louisiana,1984,1,3178000,1885766,59.3,1686616,53.1,199150,10.6
23,Maine,1984,1,860000,532270,61.9,489141,56.9,43129,8.1
24,Maryland,1984,1,3267000,2186687,66.9,2053408,62.9,133279,6.1
25,Massachusetts,1984,1,4493000,2999040,66.7,2802961,62.4,196079,6.5
26,Michigan,1984,1,6725000,4208655,62.6,3672515,54.6,536140,12.7
27,Minnesota,1984,1,3096000,2162009,69.8,1988532,64.2,173477,8
28,Mississippi,1984,1,1832000,1033291,56.4,919316,50.2,113975,11
29,Missouri,1984,1,3744000,2352907,62.8,2138540,57.1,214367,9.1
30,Montana,1984,1,599000,393686,65.7,357001,59.6,36685,9.3
31,Nebraska,1984,1,1177000,778112,66.1,732636,62.2,45476,5.8
32,Nevada,1984,1,681000,486867,71.5,442986,65,43881,9
33,New Hampshire,1984,1,729000,506717,69.5,480710,65.9,26007,5.1
34,New Jersey,1984,1,5812000,3727283,64.1,3452840,59.4,274443,7.4
35,New Mexico,1984,1,1003000,607414,60.6,555684,55.4,51730,8.5
36,New York,1984,1,13593000,7976448,58.7,7321145,53.9,655303,8.2
51000,New York city,1984,1,5698000,3064975,53.8,2785298,48.9,279677,9.1
37,North Carolina,1984,1,4530000,2920404,64.5,2700052,59.6,220352,7.5
38,North Dakota,1984,1,489000,314570,64.3,295150,60.4,19420,6.2
39,Ohio,1984,1,8033000,4990143,62.1,4436653,55.2,553490,11.1
40,Oklahoma,1984,1,2426000,1532453,63.2,1409637,58.1,122816,8
41,Oregon,1984,1,2016000,1311104,65,1160954,57.6,150150,11.5
42,Pennsylvania,1984,1,9188000,5399773,58.8,4829633,52.6,570140,10.6
44,Rhode Island,1984,1,738000,480694,65.1,442933,60,37761,7.9
45,South Carolina,1984,1,2360000,1469386,62.3,1345522,57,123864,8.4
46,South Dakota,1984,1,506000,328036,64.8,310698,61.4,17338,5.3
47,Tennessee,1984,1,3523000,2166346,61.5,1943671,55.2,222675,10.3
48,Texas,1984,1,11423000,7613566,66.7,7073521,61.9,540045,7.1
49,Utah,1984,1,1050000,686893,65.4,634043,60.4,52850,7.7
50,Vermont,1984,1,394000,262482,66.6,244960,62.2,17522,6.7
51,Virginia,1984,1,4121000,2725323,66.1,2570428,62.4,154895,5.7
53,Washington,1984,1,3208000,2046357,63.8,1811307,56.5,235050,11.5
54,West Virginia,1984,1,1470000,751824,51.1,625090,42.5,126734,16.9
55,Wisconsin,1984,1,3547000,2369636,66.8,2155401,60.8,214235,9
56,Wyoming,1984,1,363000,253159,69.7,233414,64.3,19745,7.8
1,Alabama,1984,2,2928000,1763042,60.2,1544362,52.7,218680,12.4
2,Alaska,1984,2,331000,236447,71.4,208562,63,27885,11.8
4,Arizona,1984,2,2239000,1398540,62.5,1324377,59.2,74163,5.3
5,Arkansas,1984,2,1728000,1037395,60,936746,54.2,100649,9.7
6,California,1984,2,18985000,12390109,65.3,11311035,59.6,1079074,8.7
37,Los Angeles County,1984,2,5988000,3831375,64,3522987,58.8,308388,8
8,Colorado,1984,2,2342000,1680103,71.7,1579241,67.4,100862,6
9,Connecticut,1984,2,2444000,1621096,66.3,1534103,62.8,86993,5.4
10,Delaware,1984,2,460000,299565,65.1,278441,60.5,21124,7.1
11,District of Columbia,1984,2,483000,313312,64.9,280614,58.1,32698,10.4
12,Florida,1984,2,8558000,4994492,58.4,4671167,54.6,323325,6.5
13,Georgia,1984,2,4203000,2708326,64.4,2534207,60.3,174119,6.4
15,Hawaii,1984,2,715000,470951,65.9,445279,62.3,25672,5.5
16,Idaho,1984,2,696000,454244,65.3,414501,59.6,39743,8.7
17,Illinois,1984,2,8601000,5533772,64.3,4964316,57.7,569456,10.3
18,Indiana,1984,2,4069000,2575598,63.3,2317212,56.9,258386,10
19,Iowa,1984,2,2161000,1405593,65,1294292,59.9,111301,7.9
20,Kansas,1984,2,1793000,1180164,65.8,1116853,62.3,63311,5.4
21,Kentucky,1984,2,2728000,1688450,61.9,1506954,55.2,181496,10.7
22,Louisiana,1984,2,3179000,1887545,59.4,1706666,53.7,180879,9.6
